1612	2010	1507	2186	1598	2088	1596	2191	1613	2029	1512	1902	
1611	2100	1505	2327	1598	2088	1527	2234	1613	2029	1512	1902	
1589	2113	1485	2388	1598	2088	1492	2245	1613	2029	1512	1902	
1506	2120	1461	2394	1574	2178	1488	2321	1520	2052	1486	2080	
1489	2456	1461	2394	1574	2178	1435	2361	1520	2052	1472	2262	
1466	2457	1461	2404	1574	2178	1430	2502	1520	2052	1445	2378	
1449	2493	1461	2404	1548	2180	1425	2541	1520	2206	1443	2532	
1439	2560	1442	2406	1531	2267	1370	2662	1520	2206	1443	2532	
1416	2624	1442	2406	1531	2267	1354	3381	1520	2206	1443	2532	
1411	2700	1442	2406	1531	2267			1477	2234	1439	2666	
1411	2700	1435	2467	1531	2287			1459	2416	1430	2674	
1411	2700	1434	2527	1531	2287			1459	2416	1418	2769	
1405	2752	1427	2545	1531	2287			1459	2416	1380	2823	
1396	3015	1399	2644	1515	2324			1448	2483	1348	2950	
1395	3148	1354	2817	1515	2324			1448	2483	1348	2950	
1385	3441	1345	2972	1515	2324			1448	2483	1348	2950	
1372	3468	1345	2972	1490	2376			1423	2614	1348	3420	
1368	3709	1345	2972	1490	2376			1416	2833	1348	3420	
		1343	3213	1490	2376			1416	2833	1348	3420	
		1343	3213	1486	2553			1416	2833	1348	3598	
				1431	2686			1400	2912	1348	3696	
				1431	2686			1400	2912	1348	3696	
				1431	2686			1400	2912	1348	3696	
				1420	2830			1397	3151	1348	3826	
				1416	2935			1397	3151	1348	3826	
				1416	2935			1397	3151	1348	3826	
				1416	2935			1390	3518			
				1413	3311							
				1413	3311							
				1413	3311							
				1402	3379							
				1402	3379							
				1402	3379							
				1402	3400							
				1402	3400							
				1402	3400							
				1402	3455							
				1402	3455							
				1402	3455							
				1402	3482							
				1402	3482							
				1402	3482							
				1402	3530							
				1402	3530							
				1402	3530							
				1402	3769							
				1402	3769							
				1402	3769							
				1402	3819							
				1402	3819							
				1402	4270							
				1402	4270							
