1542	2626	1572	2242	1501	2228	1564	2477	1672	1853	1511	1902	
1542	2626	1572	2242	1481	2372	1564	2477	1672	1853	1511	1902	
1542	2626	1572	2242	1481	2372	1564	2477	1672	1853	1511	1902	
1492	2958	1572	2259	1481	2372	1451	2488	1672	1868	1475	2177	
1492	2958	1572	2259	1481	2372	1451	2488	1672	1889	1475	2177	
1492	2958	1572	2259	1481	2372	1450	2535	1672	1889	1454	2264	
1462	3027	1572	2267	1481	2372	1450	2535	1672	1889	1454	2264	
1428	3107	1572	2267	1481	2372	1450	2535	1665	1895	1454	2264	
1428	3107	1572	2267	1481	2372	1446	2726	1665	1895	1442	2291	
1428	3107	1572	2272	1465	2501	1446	2726	1665	1895	1442	2291	
1393	3393	1572	2272	1465	2501	1446	2726	1641	1988	1442	2403	
		1530	2311	1465	2501	1429	2865	1641	1988	1442	2403	
		1462	2573	1446	2754	1429	2865	1641	1988	1442	2403	
		1462	2573	1426	2969	1429	2865	1558	2127	1442	2579	
		1462	2678	1426	2969	1429	2964	1558	2127	1442	2579	
		1462	3133	1426	2969	1429	2964	1558	2127	1442	2579	
		1404	3394	1409	3002	1429	2964	1551	2187	1433	2703	
		1404	3394	1409	3002	1429	3114	1551	2187	1433	2703	
		1404	3394	1409	3002	1429	3114	1551	2187	1433	2703	
		1392	3472			1429	3114	1536	2243	1431	2990	
		1392	3472			1427	3114	1536	2243	1431	2990	
		1392	3472			1427	3114	1536	2243	1431	2990	
		1392	3472			1427	3114	1493	2459	1426	2998	
						1405	3132	1493	2459	1426	2998	
						1405	3459	1493	2459	1426	2998	
						1405	3459	1479	2575	1426	3100	
						1405	3459	1479	2575	1425	3179	
						1389	3667	1479	2575	1425	3179	
								1468	2660	1425	3179	
								1468	2660	1424	3472	
								1468	2660	1424	3472	
								1460	2680	1424	3472	
								1460	2680	1400	3770	
								1455	2710			
								1455	2710			
								1455	2710			
								1404	2744			
								1404	2744			
								1404	2744			
								1404	2889			
								1404	2889			
								1404	2889			
								1404	2921			
								1404	2921			
								1404	2921			
								1404	2921			
								1404	2921			
								1404	2921			
								1404	2921			
								1404	2921			
								1404	2971			
								1395	3959			
								1395	3959			
