911	984	945	707	907	661	930	629	979	646	920	632	
909	1092	877	883	907	661	930	629	912	657	920	632	
909	1092	877	883	902	674	930	629	912	657	920	632	
909	1092	860	1045	902	879	916	644	912	657	905	673	
893	1169	860	1045	902	879	916	644	865	661	905	673	
893	1169	854	1146	902	879	916	644	865	661	905	673	
893	1169	854	1146	893	906	904	655	828	961	889	675	
893	1169	854	1146	893	906	904	655	802	1140	889	675	
893	1169	843	1151	887	999	904	655	802	1140	884	706	
893	1169	843	1151	887	999	902	705	802	1140	884	706	
893	1169	843	1151	887	999	902	705	782	1351	884	706	
891	1246	822	1208	884	1004	902	705	782	1351	856	918	
891	1246	804	1289	884	1004	876	877	782	1351	856	918	
891	1246	804	1289	884	1004	876	877	780	1402	856	918	
867	1269	781	1367	867	1196	876	877	780	1402	842	983	
864	1346	781	1367	867	1196	873	898	780	1402	842	983	
864	1346	781	1367	867	1196	873	898	777	1402	842	983	
864	1346	781	1377	854	1201	873	898	777	1402	828	998	
		781	1377	844	1210	828	939	777	1402	828	998	
		781	1377	844	1210	828	939	774	1412	828	998	
		778	1377	844	1210	828	939	774	1412	827	1009	
		778	1377	840	1300	828	939	772	1491	827	1009	
		778	1377	840	1300	828	939	772	1491	827	1009	
		777	1377	840	1300	828	939	772	1491	811	1126	
		777	1377	832	1300	828	939	771	1512	811	1126	
		777	1377	832	1300	828	939	771	1512	811	1126	
		777	1377	832	1300	828	939	771	1512	805	1151	
		777	1377	772	1464	828	939			805	1151	
				772	1464	828	939			805	1151	
				772	1464	828	939			795	1291	
						828	939			791	1292	
						828	939			791	1292	
						828	939			791	1297	
						828	939			789	1297	
						828	939			789	1297	
						828	939			789	1297	
						828	939			784	1297	
						818	942			784	1297	
						818	942			784	1297	
						818	942			781	1341	
						815	966			781	1341	
						815	966			781	1341	
						815	966					
						810	1189					
						810	1189					
						810	1189					
						809	1216					
						809	1216					
						809	1218					
						809	1218					
						809	1218					
						809	1218					
						774	1384					
						774	1384					
						774	1384					
						771	1384					
						771	1384					
						771	1384					
						769	1384					
						769	1384					
