1258	1137	1261	1138	1287	1242	1271	1151	1359	1055	1330	1102	
1258	1243	1261	1138	1287	1242	1264	1169	1237	1140	1330	1102	
1244	1274	1261	1138	1287	1242	1238	1196	1227	1398	1330	1102	
1244	1324	1241	1142	1232	1414	1227	1205	1182	1448	1330	1102	
1218	1330	1241	1142	1232	1414	1227	1257	1182	1448	1330	1102	
1198	1377	1239	1308	1232	1414	1219	1318	1182	1448	1284	1151	
1190	1561	1239	1308	1232	1418	1219	1332	1170	1752	1269	1232	
1156	1571	1230	1311	1232	1418	1219	1332	1151	1916	1269	1232	
1154	1771	1216	1311	1232	1418	1194	1362	1151	1916	1269	1232	
1137	1804	1208	1311	1232	1418	1193	1470	1151	1916	1255	1238	
1137	1804	1208	1374	1232	1418	1182	1529	1151	1938	1249	1253	
1135	2180	1192	1411	1232	1418	1158	1577	1151	1938	1203	1334	
1128	2591	1192	1423	1232	1418	1158	1594	1151	1938	1203	1334	
		1192	1423	1232	1418	1158	1594	1151	1938	1203	1334	
		1192	1423	1232	1418	1158	1594	1151	1938	1200	1438	
		1185	1543	1232	1421	1129	1689	1151	1938	1195	1492	
		1185	1543	1232	1421	1125	1905	1151	1938	1191	1513	
		1185	1543	1232	1421	1125	2891	1151	1938	1191	1513	
		1185	1667	1220	1439			1151	1938	1191	1513	
		1140	1669	1220	1439			1151	1938	1191	1513	
		1140	1706	1220	1439			1151	1938	1191	1513	
		1140	1830	1212	1469			1151	1938	1191	1513	
		1140	1873	1212	1469			1151	1938	1191	1513	
		1140	1906	1212	1469			1151	1938	1191	1513	
		1119	2064	1166	1477			1151	1938	1191	1513	
				1166	1477			1151	1938	1191	1513	
				1145	1982			1151	1938	1191	1513	
				1145	1982			1151	1938	1191	1513	
				1145	1982			1151	1938	1191	1513	
				1145	2039			1151	1938	1191	1513	
				1145	2039			1151	1938	1191	1513	
				1145	2039			1151	1938	1191	1513	
				1145	2107			1151	1938	1191	1513	
				1145	2107			1151	1938	1191	1515	
				1145	2107			1151	2181	1191	1515	
				1142	2780			1151	2181	1191	1515	
				1142	2780			1151	2181	1190	1525	
				1142	2780			1149	2642	1190	1525	
										1190	1525	
										1180	1627	
										1174	1655	
										1141	1728	
