1220	1723	1284	1257	1236	1272	1244	1294	1316	1255	1341	1211	
1220	1723	1249	1429	1236	1272	1244	1294	1316	1255	1341	1211	
1220	1723	1230	1641	1236	1272	1244	1294	1316	1255	1341	1211	
1204	1884	1230	1641	1222	1394	1244	1647	1295	1272	1312	1228	
1204	1884	1230	1641	1222	1394	1244	1647	1295	1272	1312	1228	
1204	1884	1230	1701	1222	1394	1235	1714	1295	1272	1312	1228	
1204	1884	1230	1706	1204	1693	1235	1714	1288	1333	1296	1248	
1204	1910	1230	1706	1204	1693	1235	1714	1288	1333	1296	1248	
1204	1924	1230	1709	1204	1693	1224	1768	1288	1333	1293	1320	
1204	1924	1230	1741	1204	1789	1224	1768	1284	1440	1293	1320	
1204	1924	1230	1741	1204	1789	1224	1768	1284	1440	1293	1320	
1195	1951	1230	1741	1204	1789	1196	1835	1284	1440	1260	1343	
		1230	1741	1198	1880	1196	1835	1153	1474	1260	1343	
		1230	1741	1198	1880	1195	1837	1153	1474	1260	1343	
		1184	1771	1198	1880	1185	1863	1153	1474	1260	1343	
		1184	1771	1191	1951	1185	1863	1153	1475	1260	1343	
		1184	1771	1191	1951	1185	1863	1153	1475	1260	1343	
		1184	1771	1191	1951	1176	2050	1153	1475	1260	1343	
		1184	1771	1186	2296	1170	2162	1153	1475	1260	1343	
		1184	1771	1186	2296	1163	2214	1153	1475	1260	1343	
		1184	1771	1186	2296	1163	2214	1153	1475	1260	1343	
		1184	1771	1179	2319	1163	2214	1153	1475	1260	1343	
		1164	1991	1179	2319	1163	2577	1153	1475	1260	1343	
				1179	2319			1115	1623	1259	1413	
								1115	1623	1259	1413	
								1115	1623	1257	1428	
								1101	2322	1257	1428	
								1101	2322	1257	1428	
								1100	2827	1253	1467	
								1100	2827	1253	1467	
								1092	2827	1251	1510	
								1092	2827	1251	1510	
								1092	2827	1251	1510	
								1092	2827	1213	1599	
								1092	2827	1213	1599	
								1092	2827	1213	1599	
								1092	2827	1211	1603	
								1092	2827	1211	1603	
								1092	2827	1211	1603	
								1092	2827	1183	1714	
								1092	2827	1182	1936	
								1092	2827	1182	1936	
										1121	1971	
										1121	1971	
										1121	1971	
										1103	2347	
										1103	2347	
										1103	2347	
