932	946	1000	695	911	635	956	621	937	663	915	623	
894	1012	872	898	903	646	926	630	909	663	911	623	
830	1211	830	959	902	674	909	630	889	680	911	623	
830	1374	790	1205	886	674	909	633	831	955	911	623	
		790	1293	884	711	909	636	830	963	909	623	
		787	1308	884	724	909	648	830	984	909	623	
		787	1325	870	905	909	650	830	990	909	623	
		774	1464	867	936	909	659	830	1011	909	623	
				830	977	908	659	830	1013	908	623	
				828	1172	890	676	787	1161	908	623	
				826	1263	887	681	787	1217	908	623	
				787	1308	874	914	787	1217	908	623	
						840	923	787	1275	907	623	
						833	982	780	1283	907	623	
						830	982	780	1285	907	623	
						830	985	780	1285	907	623	
						818	998	780	1285	906	623	
						807	1213	780	1285	903	634	
						807	1213	780	1285	903	646	
						794	1275	780	1285	899	647	
						787	1295	780	1308	897	674	
						779	1548	780	1308	891	685	
						774	1571	780	1308	880	685	
								780	1308	853	886	
								780	1314	843	958	
								777	1393	831	970	
								777	1395	831	985	
								777	1395	831	991	
								777	1395	831	996	
								777	1396	831	1068	
								776	1396	831	1232	
										819	1335	
