940	612	920	645	891	874	912	666	922	682	885	890	
913	863	912	671	849	1088	912	672	884	711	885	890	
882	881	911	676	836	1140	905	680	877	1138	843	954	
844	985	894	892	828	1210	890	973	858	1162	843	980	
844	985	891	892	800	1341	856	1031	858	1166	843	1005	
830	985	889	1035			853	1137	827	1167	843	1050	
812	993	820	1068			802	1186	807	1410	833	1186	
812	1025	783	1392			773	1288	791	1420	823	1256	
792	1183	780	1444					777	1426	823	1256	
789	1285							777	1465	823	1275	
783	1288							774	1539	795	1317	
775	1357											
775	1473											
774	1492											
