669	1278	676	1216	633	1221	698	1234	682	1086	681	1137	664	1131	691	800	
659	1313	676	1216	629	1441	677	1280	671	1257	675	1149	664	1144	691	803	
650	1448	676	1216	619	1628	661	1331	671	1257	675	1149	664	1171	691	830	
627	1465	666	1303	613	1694	639	1357	671	1257	675	1149	662	1191	691	870	
627	1566	665	1316	592	1703	637	1404	655	1264	664	1224	656	1272	691	870	
627	1718	665	1316			633	1468	655	1264	663	1249	640	1380	690	895	
603	1903	657	1374			627	1486	655	1264	663	1249	637	1415	690	1019	
		657	1374			607	1600	655	1293	663	1249	636	1439	682	1057	
		657	1374			605	1788	655	1293	645	1310	627	1451	662	1061	
		644	1408			605	1788	630	1385	645	1310	627	1470	656	1197	
		643	1428			601	2022	630	1385	645	1310	626	1473	651	1233	
		636	1431			592	2145	630	1385	645	1316	614	1537	649	1286	
		626	1508					628	1387	645	1316	607	1605	649	1331	
		626	1508					628	1387	645	1316	604	1624	648	1390	
		625	1646					627	1416	645	1339	604	1635	647	1403	
		606	1685					627	1416	645	1339	604	1642	627	1438	
		590	1803					626	1530	645	1339	597	1642	621	1483	
		590	1803					626	1530	645	1339	584	1677	602	1595	
								626	1530	637	1422	576	1710	600	1793	
								622	1570	637	1422	576	1710	599	1812	
								622	1570	637	1422	576	1732	588	1815	
								622	1570	632	1462	571	1884	570	1888	
								612	1672	632	1462	566	1917	569	2102	
								612	1672	632	1462	566	1924			
								612	1672	631	1463					
								610	1691	631	1463					
								610	1691	631	1463					
								610	1691	631	1471					
								598	1750	631	1471					
								598	1750	631	1475					
								598	1750	631	1475					
								594	1756	631	1475					
								594	1756	628	1477					
								594	1756	628	1477					
								581	1912	628	1477					
								581	1912	627	1498					
								581	1912	627	1498					
								577	1986	627	1498					
										620	1520					
										620	1520					
										620	1520					
										615	1537					
										615	1537					
										615	1537					
										615	1537					
										615	1537					
										615	1537					
										597	1564					
										597	1564					
										597	1564					
										596	1652					
										596	1652					
										596	1652					
										596	1776					
										596	1776					
										596	1776					
										592	1789					
										592	1789					
										592	1789					
										592	1792					
										592	1792					
										592	1792					
										592	1807					
										592	1807					
										592	1807					
										592	1909					
										592	1909					
										592	1909					
										591	1998					
										591	1998					
										591	1998					
