533	2319	540	2280	516	2085	528	2174	492	1892	517	2075	521	2067	513	1935	
527	2350	526	2338	499	2227	518	2282	492	1892	504	2208	509	2110	508	1989	
521	2415	526	2338	498	2467	518	2282	492	1892	504	2208	504	2147	492	2033	
508	2422	505	2345	498	2485	503	2287	492	2415	504	2208	502	2212	479	2097	
494	2462	505	2345	493	2541	503	2522	492	2415	482	2269	489	2256	460	2254	
482	2492	486	2464	493	2559	502	2525	492	2415	482	2269	488	2287	457	2407	
474	2789			491	2742	498	2547	490	2444	482	2269	481	2320	457	2617	
474	2890			489	2816	494	2611	490	2444	480	2830	476	2345	457	3195	
459	2991			478	2891	474	2645	490	2444	480	2830	476	2395	456	3234	
						474	2974	490	2444	480	2830	474	2428			
								490	2444	471	2953	470	2431			
								490	2444	471	2953	468	2597			
								490	2444	471	2953	468	2713			
								490	2444			463	2720			
								490	2444			460	2720			
								487	2460			460	2720			
								487	2460			456	2724			
								487	2460			456	2737			
								487	2521			456	2785			
								487	2521							
								487	2521							
								487	2536							
								487	2536							
								487	2536							
								487	2596							
								487	2596							
								487	2596							
								487	2615							
								487	2615							
								487	2615							
								486	2629							
								486	2629							
								486	2629							
								486	2667							
								486	2667							
								486	2667							
								486	2724							
								486	2724							
								486	2724							
								485	2798							
								485	2799							
								485	2799							
								485	2799							
								485	2843							
								484	2889							
								484	2889							
								484	2889							
