1098	1863	1043	1769	1035	2125	1031	1968	1085	1850	1123	1594	1038	2027	1064	1809	
1034	2278	1041	1887	1020	3037	1029	2430	1085	1850	1123	1594	1037	2107	1061	1975	
1021	2469	1025	2341	1014	3083	1017	2455	1085	1850	1123	1594	1037	2126	1055	2190	
1003	2742	1025	2411	1005	3085	1017	2455	1070	1945	1102	1758	1037	2252	1031	2195	
970	3551	1011	2582	1004	3125	1013	2722	1070	1945	1102	1758	1037	2323	982	2285	
		988	2892	984	3900	975	2782	1070	1945	1102	1758	1031	2344	982	2285	
		988	3060			975	3528	1059	2076	1102	1790	1025	2452	982	2382	
		985	3152					1059	2076	1102	1790	1004	2539	982	2382	
		967	3195					1059	2076	1102	1790	923	2695	982	2698	
								1059	2179	1102	1806	917	3040	982	2782	
								1059	2179	1102	1806	917	3330	977	2788	
								1059	2179	1102	1806	917	3379	967	2801	
								1052	2180	1080	1929	916	3428	961	2888	
								1052	2180	1080	1929	916	3533	961	2975	
								1052	2180	1080	1929	913	3533	960	3288	
								1044	2269	1057	1944			958	3411	
								1044	2269	1057	1944					
								1044	2269	1057	1944					
								1039	2370	1049	1963					
								1039	2370	1049	1963					
								1039	2370	1049	1963					
								1003	2467	1020	2036					
								1003	2467	1020	2036					
								1003	2467	1020	2036					
								997	2472	1020	2441					
								997	2472	1020	2441					
								997	2472	1020	2441					
								997	2814	1014	2536					
								997	2814	1014	2536					
								997	2829	1014	2536					
								997	2829	1005	2705					
								996	2964	1005	2705					
								996	2964	1005	2705					
								996	2964	993	2744					
								995	3016	993	2744					
								995	3016	993	2744					
								995	3016	990	3087					
								991	3025	990	3087					
								991	3025	990	3087					
								991	3025	980	3096					
								979	3240	980	3096					
								979	3240	980	3096					
								979	3240	980	3096					
								979	4050	980	3096					
								979	4050	980	3096					
								979	4050	970	3477					
										970	3477					
										970	3477					
										970	3664					
										970	3664					
										970	3773					
										970	3773					
										970	3773					
										970	3773					
										970	3773					
										970	3774					
										970	3774					
										970	3774					
										970	3776					
										970	3776					
										970	3776					
										970	3883					
										970	3883					
										970	3883					
										966	3938					
										966	3938					
										966	3938					
										961	3948					
