1983	6385	1999	6373	1961	6418	1892	6280	1980	6114	1971	5958	1936	6420	1965	6275	
1891	6866	1999	6373	1926	6586	1892	6280	1913	6516	1971	5958	1897	7030	1862	6761	
1889	6974	1908	6488	1848	6739	1869	7395	1913	6516	1971	5961	1889	7494	1835	7245	
1883	7686	1876	6689	1831	7773	1839	8062	1913	6516	1904	6200	1885	7584	1809	7549	
1880	7943	1876	6689			1837	10512	1912	6886	1904	6200	1880	7790	1791	7659	
1855	8025	1872	7396			1837	10512	1912	6886	1904	6200	1869	8269	1791	8254	
1848	8431	1859	7487					1912	6886	1870	6540			1789	8369	
		1840	8155					1895	6993	1870	6540			1788	8638	
		1840	8155					1895	6993	1870	6540			1788	8841	
		1795	8734					1895	6993	1861	7163			1778	9335	
		1795	8734					1848	7134	1861	7163					
								1848	7134	1861	7163					
								1843	7814	1834	7397					
								1843	7814	1824	7808					
								1843	7814	1821	7883					
								1835	8447	1821	7883					
								1835	8447	1821	7883					
								1835	8447							
