575	316	619	302	582	310	582	229	582	230	582	327	582	225	575	302	
544	419	582	307	518	336	582	229	581	236	582	327	582	225	493	320	
542	422	582	307	488	336	582	310	581	236	582	327	582	225	493	320	
525	478	580	344	488	636	548	325	581	236	496	328	582	225	493	320	
476	570	544	382			487	327	555	236	496	328	582	225	493	320	
		535	399			461	608	555	236	496	328	582	225	493	320	
		527	399			461	608	555	236	492	413	582	225	493	320	
		525	473					555	236	492	413	582	225	493	320	
		488	475					555	236	492	413	582	225	493	320	
		488	565					555	236	466	568	582	225	493	327	
		488	629					555	236	466	568	582	226	493	327	
		488	731					555	236	466	568	582	226	493	327	
		431	811					555	236	464	568	582	226	493	327	
								555	236			582	230	493	327	
								555	236			582	230	493	328	
								555	236			582	230	470	486	
								555	236			582	230	470	486	
								555	236			582	230	467	486	
								555	236			582	230	465	486	
								555	236			582	232	458	486	
								555	236			582	232	458	486	
								555	236			582	232	458	486	
								555	236			582	232			
								555	236			544	392			
								555	236			527	427			
								555	236			527	427			
								555	236			527	427			
								555	236			527	427			
								555	236			527	427			
								555	236			527	430			
								555	236			527	487			
								555	236			527	530			
								555	236			527	540			
								555	236			508	575			
								505	323			508	575			
								505	323			508	575			
								505	323			508	589			
								497	413			505	593			
								497	413			505	627			
								497	413			494	639			
								489	630			491	640			
								489	630			491	643			
								489	630			476	704			
								470	640			476	704			
								470	640			476	704			
												476	721			
												458	847			
												458	847			
												458	847			
												458	847			
												456	847			
