639	2299	631	2443	612	2431	622	2250	642	2242	624	2215	621	2250	639	2342	
634	2426	610	2480	597	2885	613	2531	642	2242	621	2306	620	2374	627	2401	
605	2551	592	2494	567	2990	602	2547	642	2242	621	2306	616	2391	618	2451	
601	2767	592	2494			597	2548	623	2294	621	2306	595	2439	610	2466	
601	3298	585	2867			597	2666	623	2294	621	2378	587	2504	594	2517	
596	3367	580	3242			597	2758	623	2294	611	2383	587	2621	577	2563	
593	3395					597	2758	610	2473	611	2383	587	2830	572	2618	
						589	2803	610	2473	611	2383	580	2889	566	2643	
						589	3194	610	2473	605	2603	580	2959	563	2686	
						581	3700	601	2526	605	2603	560	3220	547	2710	
						581	3700	601	2526	605	2603	558	3306	547	2779	
								601	2526	605	2642			547	2779	
								593	2545	603	2658			547	3068	
								593	2545	603	2658			547	3088	
								593	2545	603	2658			539	3117	
								588	2636	592	2669			539	3299	
								588	2636	592	2669					
								588	2636	592	2669					
								588	2782	589	2742					
								588	2782	589	2742					
								588	2782	589	2742					
								588	2895	571	2885					
								588	2895	571	2885					
								588	2916	571	2885					
								588	2916	571	2912					
								588	2916	571	2935					
								588	2934	571	2935					
								588	2934	571	3115					
								588	2934	571	3115					
								582	2996	571	3115					
								578	3179	571	3269					
								578	3236	571	3269					
								577	3310	571	3269					
								577	3310	571	3273					
								577	3310	571	3273					
								568	3346	571	3273					
										571	3448					
										561	3775					
