832	2050	834	2271	805	2263	852	1947	801	2109	793	2085	860	1935	800	2064	
797	2218	792	2284	773	2398	843	2236	801	2109	793	2085	860	2020	779	2082	
790	2391	776	2314	764	2476	785	2274	801	2109	793	2085	836	2056	772	2139	
790	2507	776	2369	757	2862	785	2403	788	2205	793	2209	822	2057	739	2277	
778	2507	774	2417	755	2952	755	2428	788	2205	793	2209	819	2061	735	2297	
766	2553	772	2546			751	2737	788	2205	793	2209	815	2174	724	2391	
766	2799	756	2603			744	3005	781	2295	776	2256	809	2197	722	2460	
754	2837	754	2667					781	2295	776	2256	794	2220	712	2493	
753	2919	747	2719					781	2295	776	2256	778	2246	698	2587	
		734	2847					778	2295	765	2332	774	2256	696	2767	
								778	2295	765	2332	769	2271			
								778	2295	765	2332	761	2289			
								773	2339	748	2472	750	2339			
								773	2339	748	2472	744	2359			
								773	2339	748	2472	744	2433			
								758	2348	748	2599	739	2508			
								758	2348	748	2599	721	2510			
								737	2387	748	2599	711	2846			
								700	2745	748	2622	701	3051			
								700	2745	748	2622	692	3105			
								700	2745	748	2622					
										748	2649					
										748	2669					
										748	2669					
										748	2669					
										748	2677					
										748	2717					
										748	2717					
										748	2717					
										748	2721					
										747	2731					
										747	2731					
										747	2731					
										742	2839					
										742	2839					
										742	2839					
										742	2907					
										730	2953					
										730	2953					
										730	2953					
										730	3078					
										730	3078					
										730	3078					
										713	3129					
