1302	1253	1282	1236	1318	1353	1266	1185	1380	1362	1326	1247	1304	1272	1332	1166	
1247	1341	1232	1311	1258	1356	1244	1307	1380	1362	1326	1247	1304	1277	1324	1262	
1209	1387	1232	1325	1219	1485	1216	1483	1380	1362	1326	1247	1304	1277	1242	1302	
1191	1854	1215	1668	1195	1618	1195	1517	1280	1363	1265	1345	1277	1297	1226	1304	
1164	2043	1149	1862	1173	1880	1189	1693	1265	1374	1265	1345	1268	1360	1226	1304	
		1149	1862	1156	2247	1160	1760	1265	1374	1265	1345	1255	1421	1220	1322	
		1122	2043			1140	1764	1265	1374	1265	1366	1237	1464	1206	1376	
								1265	1375	1265	1366	1222	1483	1203	1379	
								1265	1375	1265	1366	1163	1571	1199	1394	
								1265	1375	1259	1399	1152	1858	1166	1414	
								1265	1379	1259	1399	1144	2456	1166	1414	
								1265	1379	1259	1399			1166	1417	
								1265	1379	1255	1438			1166	1433	
								1265	1379	1255	1438			1165	1549	
								1265	1379	1255	1438			1151	1574	
								1265	1379	1251	1491			1151	1574	
								1265	1379	1213	1510			1151	1576	
								1265	1379	1213	1510			1151	1584	
								1265	1379	1213	1510			1151	1622	
								1265	1384	1207	1732			1144	1747	
								1265	1384	1206	1732			1139	1874	
								1265	1384	1206	1732			1139	1874	
								1229	1384	1202	1732					
								1227	1629	1202	1732					
								1227	1629	1202	1732					
								1227	1629	1200	1847					
								1206	1631	1180	1848					
								1206	1631	1180	1848					
								1206	1631	1180	1848					
								1194	1645	1169	1886					
								1194	1645	1153	1900					
								1194	1645	1153	1900					
								1193	1691	1153	1900					
								1192	1778	1142	2041					
								1192	1778	1142	2041					
								1192	1778	1142	2041					
								1174	1920	1142	2041					
								1174	1920	1142	2041					
								1174	1920	1142	2041					
								1166	2038	1122	2160					
								1166	2038							
								1166	2038							
								1145	2207							
								1138	2240							
								1138	2240							
								1138	2240							
