871	375	834	442	851	282	854	385	797	348	808	336	850	282	876	283	
848	387	826	447	839	468	812	424	788	455	808	336	849	387	812	424	
832	433	790	461	749	507	806	443	788	455	808	336	834	423	812	424	
785	434	781	602	737	630	752	494	788	455	792	443	812	424	785	428	
781	607	781	620	732	660	748	576	788	455	792	443	785	428	783	432	
781	619	781	623	724	750	740	645	788	455	789	454	785	428	778	432	
735	640	779	624	719	801	738	785	788	455	789	454	778	432	770	434	
730	999	737	631	708	923	735	785	788	460	789	454	739	486	770	434	
684	1008	730	740			732	917	788	460	789	454	733	639	719	571	
676	1040	730	740			719	956	788	460	789	454	685	773	719	574	
		730	740			708	976	788	460	789	454	650	803	685	773	
		730	740			701	1003	788	460	788	458			685	931	
		726	903					788	460	788	458			672	1040	
		723	973					788	460	788	458			672	1040	
		723	973					788	460	747	485			672	1040	
		700	990					788	460	747	485			672	1040	
		691	1040					788	460	747	485			672	1040	
								788	460	737	631			669	1040	
								788	460	737	631			669	1040	
								788	460	737	631			668	1040	
								752	490	737	631			668	1040	
								752	490	737	631			668	1040	
								752	490	737	631			668	1040	
								738	569	737	631			668	1042	
								738	569	737	631					
								738	569	733	641					
								734	569	733	641					
								734	569	733	641					
								734	569	733	641					
								733	642	733	730					
								733	642	733	730					
								733	642	733	730					
								726	747	730	757					
								726	747	730	757					
								726	747	730	757					
								719	782	730	757					
								719	782	730	757					
								719	782	730	757					
								719	782	730	757					
								719	782	730	757					
								719	782	730	757					
								719	782	730	757					
								719	782	726	760					
								719	788	726	760					
								719	788	724	760					
								719	788	724	760					
								719	791	724	760					
								719	791	723	760					
								719	794	723	760					
								719	794	720	760					
								719	794	720	760					
								719	794	719	774					
								719	794	719	774					
								719	794	719	774					
								719	794	719	790					
								719	794	719	790					
								719	794	719	790					
								719	794	719	800					
								719	794	719	800					
								719	794	719	800					
								719	794	719	800					
								719	794	719	800					
								719	794	719	800					
								719	794	719	800					
								719	794	719	800					
								719	800	719	800					
								719	800	719	800					
								719	801	719	800					
								719	801	719	803					
								719	801	719	803					
								719	801	719	803					
								719	801	658	803					
								658	803	658	803					
								658	803	658	803					
